Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Date,Volume,Open_Interest
Osaka Rice,Future,Agriculture,Osaka Dojima Commodity Exchange,Japan Exchange,ODE,Japan,Asia,2017,8,2017-08,8/1/2017,4646,3492
OSE DJIA,Future,Equity,Japan Exchange,Japan Exchange,JPX,Japan,Asia,2017,8,2017-08,8/1/2017,10924,2271
OTC Forward Freight Agreements on,Option,Other,SGX,Singapore Exchange,SGX ASIACLEAR,Singapore,Asia,2017,8,2017-08,8/1/2017,1960,38290
OTC Iron Ore,Option,Metals,SGX,Singapore Exchange,SGX ASIACLEAR,Singapore,Asia,2017,8,2017-08,8/1/2017,392160,941954
OTC Iron Ore Swap,Option,Metals,SGX,Singapore Exchange,SGX ASIACLEAR,Singapore,Asia,2017,8,2017-08,8/1/2017,50,4960
Palladium,Future,Metals,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,2740,11790
Palladium,Future,Metals,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,2726,1610
Palladium (PA),Future,Metals,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,164153,34697
Palladium (PALL),Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,530,255
Palladium (PAO),Option,Metals,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,13455,7528
Palm Oil,Future,Agriculture,Indonesia Commodity & Derivatives Exchange,Indonesia Commodity & Derivatives Exchange,ICDX,Indonesia,Asia,2017,8,2017-08,8/1/2017,4043,0
Panamax Dry Freight,Future,Other,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,15824,24816
Panamax Dry Freight,Option,Other,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,3420,19710
Panhandle Natural Gas (Platts IFERC) Basis (PH),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,22761
Panhandle Natural Gas (Platts IFERC) Fixed Price (XH),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,720
Panhandle Natural Gas (Platts IFERC) Pipe (PU),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,2400
Pepper,Future,Agriculture,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,1459,162
Pepper,Future,Agriculture,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,NCDEX,India,Asia,2017,8,2017-08,8/1/2017,2257,236
Permian Natural Gas (Platts IFERC) Basis (PM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,12905
Petrochemicals,Future,Energy,SGX,Singapore Exchange,SGX ASIACLEAR,Singapore,Asia,2017,8,2017-08,8/1/2017,1560,3540
PGP Polymer Grade Propylene (PCW) Financial (PGP),Future,Other,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,575,1449
PHLX Housing Sector Index (HGX),Option,Equity,Nasdaq PHLX,Nasdaq,PHLX,United States,North America,2017,8,2017-08,8/1/2017,4,
PHLX Housing Sector Index (HGX),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,128
PHLX Oil Service Sector (OSX),Option,Equity,Nasdaq PHLX,Nasdaq,PHLX,United States,North America,2017,8,2017-08,8/1/2017,5400,
PHLX Oil Service Sector (OSX),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,6871
PJM AEP Dayton Hub 5 MW Peak Calendar-Month Real-Time LMP (Z9),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2550,28091
PJM AEP Dayton Hub Day-Ahead LMP Peak Calendar-Month 5 MW (D7),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,12843
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PEO),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,12200
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Month 5 MW (R7),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,162428
PJM AEP Dayton Hub Day-Ahead Off-Peak Financial (5 MWH) (AOBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,41127
PJM AEP Dayton Hub Day-Ahead Off-Peak Mini Financial (25 MWh) (AOYQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,4672
PJM AEP Dayton Hub Day-Ahead Peak Calendar-Day 5 MW (PAP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,1125
PJM AEP Dayton Hub Day-Ahead Peak Financial (5 MW) (MSBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,3515
PJM AEP Dayton Hub Day-Ahead Peak Financial (50 MW) (ADBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,69
PJM AEP Dayton Hub Off-Peak LMP (VP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,250
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Day 5 MW (AOR),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,10656
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW (V3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,496082
PJM AEP Dayton Hub Real-Time Off-Peak Financial (50 MW) (AODQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,800,97121
PJM AEP Dayton Hub Real-Time Off-Peak Mini Financial (5 MWH) (AOMQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,28064,156369
PJM AEP Dayton Hub Real-Time Peak Calendar-Day 5 MW (VD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,170
PJM AEP Dayton Hub Real-Time Peak Calendar-Month 2.5 MW (VM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,350
PJM AEP Dayton Hub Real-Time Peak Financial (50 MW) (MSOQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,2165,5747
PJM AEP Dayton Hub Real-Time Peak Mini Financial (5 MW) (MSSQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,4209,16703
PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead (MOD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,58650
PJM ATSI Zone 5 MW Peak Calendar-Month Day-Ahead (MPD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,3190
PJM ATSI Zone Day-Ahead Off Peak Fixed Price Financial (25 MWh) (PAYQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,4672
PJM ATSI Zone Day-Ahead Peak Financial (50 MW) (PZVQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,46
PJM ATSI Zone Day-Ahead Peak Mini Financial (5 MW) (PAVQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1285
PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP (R3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,28800
PJM BGE Zone Peak Calendar-Month Day-Ahead LMP (E3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,1575
PJM ComEd Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (D9),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,33285
PJM ComEd Zone 5 MW Peak Calendar-Month Day-Ahead LMP (D8),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,1805
PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP (46),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,37949
PJM METED Zone Peak Calendar-Month Day-Ahead LMP (47),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,2064
PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP (B3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1260,41255
PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW (N3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,60,43612
PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PNO),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,133136
PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW (L3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,903149
PJM Northern Illinois Hub Day-Ahead Off-Peak Financial (5 MW) (NICQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,37344
PJM Northern Illinois Hub Day-Ahead Off-Peak Financial (50 MWH) (NIDQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,30384
PJM Northern Illinois Hub Day-Ahead Off-Peak Mini Financial (25 MWh) (NIYQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,14040,14040
PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW (PNP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,5500
PJM Northern Illinois Hub Day-Ahead Peak Financial (5 MW) (PNBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,3825,5874
PJM Northern Illinois Hub Day-Ahead Peak Financial (50 MW) (NIBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1659
PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW (B6),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,36030,1048982
PJM Northern Illinois Hub Real-Time Off-Peak Financial (50 MW) (NIOQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,5480,109229
PJM Northern Illinois Hub Real-Time Off-Peak Mini Financial (25 MWh) (NIXQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,14040,14040
PJM Northern Illinois Hub Real-Time Off-Peak Mini Financial (5 MW) (NIMQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,46800,126555
PJM Northern Illinois Hub Real-Time Peak Calendar-Day 5 MW (UD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,314
PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW (UM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,100
PJM Northern Illinois Hub Real-Time Peak Financial (50 MW) (PNLQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,828,6554
PJM Northern Illinois Hub Real-Time Peak Mini Financial (5 MW) (PNQQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,5100,6490
PJM Off-Peak Calendar-Month LMP (JP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,706
PJM PSEG Zone Day-Ahead Peak Mini Financial (5 MW) (PSAQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1065
PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP (W6),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,101160
PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW (L6),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,4260
PJM Western Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PWO),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,85400
PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW (E4),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,46800,606302
PJM Western Hub Day-Ahead Off-Peak Financial (5 MWH) (OPBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,23320
PJM Western Hub Day-Ahead Off-Peak Financial (50 MWH) (PJDQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1496
PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW (PWP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,5125
PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW (J4),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2550,34078
PJM Western Hub Day-Ahead Peak Financial (5 MW) (PJBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,2345
PJM Western Hub Day-Ahead Peak Financial (50 MWH) (PJCQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,20,470
PJM Western Hub Peak Calendar-Month Real-Time LMP (L1),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,17480,139649
PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW (WOR),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,23232
PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW (N9),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,288670,2464142
PJM Western Hub Real-Time Off-Peak Financial (50 MW) (OPJQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,18151,130065
PJM Western Hub Real-Time Off-Peak Mini Financial (25 MWh) (OPLQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,18720,18696
PJM Western Hub Real-Time Off-Peak Mini Financial (5 MW) (OPKQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,177784,388380
PJM Western Hub Real-Time Peak 5 MW Calendar Strip (6OA),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,260,3340
PJM Western Hub Real-Time Peak Calendar-Day 5 MW (JD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,916
PJM Western Hub Real-Time Peak Calendar-Month 2.5 MW (JM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,2304
PJM Western Hub Real-Time Peak Calendar-Month 50 MW (PMA),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,540,16218
PJM Western Hub Real-Time Peak Financial (50 MW) (PJOQ),Option,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,6172,25578
PJM Western Hub Real-Time Peak Mini Financial (1 MW) (PMIQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1204
PJM Western Hub Real-Time Peak Mini Financial (5 MW) (PMJQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,14723,65568
PJM Western Hub Real-Time Peak Mini Financial (50 MW) (PJMQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,1525,9407
Platinum,Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,536,507
Platinum,Future,Metals,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,16276,15048
Platinum,Future,Metals,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,284748,59000
Platinum,Option,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,0,30
Platinum (PL),Future,Metals,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,394884,75538
Platinum (PO),Option,Metals,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,4345,3533
Platinum (Rolling Spot),Future,Metals,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,203065,49237
Platinum 5 oz,Future,Metals,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,2936,165
Platinum 50 oz,Future,Metals,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,498,11
Platinum Mini,Future,Metals,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,13114,3815
Policy Rate (RIBA),Future,Interest Rates,Nasdaq Exchanges Nordic Markets,Nasdaq,OMX,Sweden,Europe,2017,8,2017-08,8/1/2017,259500,501000
Polish Zloty/Euro,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,18,4
Polish Zloty/Euro,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1934,4356
Polish Zloty/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,28089,3805
Polish Zloty/US Dollar,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,80,73
Polish Zloty/US Dollar,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1161,996
Polypropylene,Future,Other,Dalian Commodity Exchange,Dalian Commodity Exchange,DCE,China,Asia,2017,8,2017-08,8/1/2017,5390946,293069
Polyvinyl Chloride (PVC),Future,Other,Dalian Commodity Exchange,Dalian Commodity Exchange,DCE,China,Asia,2017,8,2017-08,8/1/2017,4402305,126136
Pound Sterling,Future,Currencies,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,3202,537
Powder River Basin Coal (Platts OTC Broker Index) (QP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,405
Powder River Basin Coal (Platts OTC Broker Index) (RPF),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,360,695
Premium Unleaded Gasoline 10 PPM FOB MED (Platts) (3G),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,85,127
Premium Unleaded Gasoline 10 PPM FOB MED (Platts) Balance of the Month (8G),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,32
Price Index x Exchange Rate Swap,Future,Interest Rates,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,0,2393
Primary Aluminium TAPOS,Option,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,152,60251
Primary Nickel,Future,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1917994,331221
Primary Nickel,Option,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,87067,52976
Propane Non-LDH Mont Belvieu (OPIS) (1R),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,4889,21835
Propane Non-LDH Mont Belvieu (OPIS) Balance of the Month (1S),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,357,357
PSI 20 Index,Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,2840,15385
PTA (TA),Future,Other,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,14025997,1145640
Quanto Euro/Dollar,Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,30438,57
Quanto Gasoline (QGAS),Future,Energy,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,20,0
Quanto Soybean (QSBN),Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,175,70
Quanto Sterling/Dollar (GBUS),Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,7810,0
Quantro Cocoa (QCOC),Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,127,67
Quantro Coffee (QCFF),Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,59,19
Quantro Corn (QCRN),Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,5581,1728
Quantro Crude Oil (QBRN),Future,Energy,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,52,36
Quantro Gold (QGLD),Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,245,67
Quantro Platinum (QPLT),Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,71,25
Quantro Silver (QSIL),Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,51,29
Quantro Sugar (QSUG),Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,35,10
Random Lumber,Future,Agriculture,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,15684,4526
Random Lumber,Option,Agriculture,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,1020,687
Rape/Mustard Oilcake,Future,Agriculture,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,NCDEX,India,Asia,2017,8,2017-08,8/1/2017,2,0
Rape/Mustard Seed,Future,Agriculture,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,NCDEX,India,Asia,2017,8,2017-08,8/1/2017,85709,7294
Rapeseed,Future,Agriculture,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,195752,81238
Rapeseed,Option,Agriculture,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,20832,60891
Rapeseed (RS),Future,Agriculture,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,72,1
Rapeseed Meal,Future,Agriculture,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,731,220
Rapeseed Meal (RM),Future,Agriculture,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,6179730,552958
Rapeseed Oil,Future,Agriculture,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,300,0
Rapeseed Oil (OI),Future,Agriculture,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,3016497,251380
Raw Sugar,Future,Agriculture,Osaka Dojima Commodity Exchange,Japan Exchange,ODE,Japan,Asia,2017,8,2017-08,8/1/2017,264,0
RBD Palm Oil,Future,Agriculture,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,46,5
RBD Palm Olein,Future,Agriculture,Dalian Commodity Exchange,Dalian Commodity Exchange,DCE,China,Asia,2017,8,2017-08,8/1/2017,7479786,361012
RBOB Gasoline 1 Month Calendar Spread (ZA),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2050,1600
RBOB Gasoline Average Price (RA),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,225,1628
RBOB Gasoline Balance of the Month (1D),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,618,618
RBOB Gasoline Brent Crack Spread (RBB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6394,15109
RBOB Gasoline Bullet (RT),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,3211,1757
RBOB Gasoline Crack Spread (RM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2640,3005
RBOB Gasoline Financial (RL),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,10729,17416
RBOB Gasoline Physical (OB),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,40951,29899
