Exchange_Name,Reported_Instrument_Name,Report_Month_Name,Report_Year,Report_Year_Month,Volume,Open_Interest
International Petroleum Exchange,Brent Crude Oil Options,October,2004,2004-10,1801,
Chicago Mercantile Exchange,Asian Seasonal Strip,March,2008,2008-03,1800,
NYSE Amex,Airline Index,October,1995,1995-10,1786,
New York Board of Trade,Australian Dollar/New Zealand,December,2002,2002-12,1785,
New York Mercantile Exchange,California Oregon Border Electricity,May,1998,1998-05,1783,
Singapore International Monetary Exchange,Brent Crude,December,1998,1998-12,1779,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2007,2007-12,1777,
Chicago Mercantile Exchange,90 Day T-Bills,October,2001,2001-10,1774,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),March,2011,2011-03,1773,
NYSE Amex,Airline Index,July,1998,1998-07,1772,
London Commodity Exchange,Barley,July,1995,1995-07,1769,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2012,2012-09,1762,
Chicago Board of Trade,7 Year Interest Rate Swap,July,2011,2011-07,1760,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,February,2004,2004-02,1759,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2010,2010-12,1756,
Chicago Board of Trade,$25 Dow Jones Industrial Index,August,2007,2007-08,1755,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2009,2009-08,1754,
New York Board of Trade,Australian Dollar/New Zealand,December,2004,2004-12,1754,
NYSE Amex,Airline Index,February,1995,1995-02,1752,
"Liffe Derivatives Market - Liffe, Uk",Barley,January,1996,1996-01,1751,
International Petroleum Exchange,Brent Crude Oil Options,May,2003,2003-05,1746,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,March,2012,2012-03,1737,
"Liffe Derivatives Market - Liffe, Uk",Barley,February,1998,1998-02,1725,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),December,2011,2011-12,1724,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),April,2011,2011-04,1722,
Chicago Mercantile Exchange,90 Day T-Bills,August,2000,2000-08,1721,
Chicago Mercantile Exchange,Argentine FRB Bond,May,1996,1996-05,1715,
Chicago Mercantile Exchange,British Pound/Japanese Yen,October,2011,2011-10,1710,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2012,2012-10,1707,
International Petroleum Exchange,Brent Crude Oil Options,December,2004,2004-12,1702,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),February,2009,2009-02,1701,
New York Mercantile Exchange,California Oregon Border Electricity,December,1999,1999-12,1699,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),April,2011,2011-04,1693,
Chicago Board of Trade,7 Year Interest Rate Swap,September,2010,2010-09,1692,
New York Board of Trade,BFP Milk,February,1999,1999-02,1691,
New York Board of Trade,Australian Dollar/New Zealand,May,2000,2000-05,1680,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2011,2011-06,1677,
New York Board of Trade,Australian Dollar/New Zealand,March,2001,2001-03,1670,
London Commodity Exchange,Barley,December,1995,1995-12,1664,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2003,2003-04,1662,
Bolsa de Mercadorias & Futuros,Bovespa Stock Options Volatility,July,2009,2009-07,1660,
Singapore International Monetary Exchange,Brent Crude,September,1997,1997-09,1657,
Chicago Mercantile Exchange,5 Year Swap,February,2004,2004-02,1650,
National Commodity & Derivatives Exchange,Barley,October,2011,2011-10,1647,
Singapore International Monetary Exchange,Brent Crude,November,1997,1997-11,1647,
Chicago Board of Trade,7 Year Interest Rate Swap,August,2009,2009-08,1637,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2006,2006-04,1636,
Chicago Mercantile Exchange,Argentine FRB Bond,March,1996,1996-03,1628,
New York Board of Trade,Australian Dollar/New Zealand,September,2005,2005-09,1622,
Chicago Mercantile Exchange,90 Day T-Bills,January,2000,2000-01,1621,
Chicago Mercantile Exchange,5 Year SWAP,June,2002,2002-06,1618,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2011,2011-01,1613,
Chicago Board of Trade,7 Year Interest Rate Swap,March,2011,2011-03,1613,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2010,2010-08,1611,
Chicago Board of Trade,Binary,February,2008,2008-02,1610,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),November,2010,2010-11,1607,
NYSE Amex,Airline Index,October,1996,1996-10,1604,
ICE Futures Europe,Brent Crude Oil Options,September,2005,2005-09,1600,
Singapore International Monetary Exchange,Brent Crude,June,1999,1999-06,1593,
Chicago Board of Trade,7 Year Interest Rate Swap,February,2012,2012-02,1590,
London Commodity Exchange,Barley,August,1994,1994-08,1590,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),December,2010,2010-12,1583,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),September,2008,2008-09,1581,
NYSE Amex,Airline Index,June,1996,1996-06,1580,
New York Board of Trade,Australian Dollar/New Zealand,August,2005,2005-08,1579,
NYSE Amex,Airline Index,September,1996,1996-09,1577,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,August,2005,2005-08,1577,
New York Mercantile Exchange,California Oregon Border Electricity,December,1996,1996-12,1568,
Chicago Board of Trade,2 Year Treasury Note,July,2005,2005-07,1564,
ICE Futures U.S.,Australian Dollar/New Zealand,May,2006,2006-05,1547,
Chicago Board of Trade,$25 Dow Jones Industrial Index,May,2006,2006-05,1546,
Chicago Board of Trade,Binary,March,2008,2008-03,1545,
Chicago Mercantile Exchange,90 Day T-Bills,March,2003,2003-03,1540,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2012,2012-12,1533,
Nyse Liffe U.S.,"5,000 oz. Silver",February,2012,2012-02,1533,
Multi Commodity Exchange of India,Barley,May,2010,2010-05,1531,
Chicago Board of Trade,2 Year Treasury Note,June,2005,2005-06,1514,
Chicago Board of Trade,$25 Dow Jones Industrial Index,November,2008,2008-11,1504,
National Commodity & Derivatives Exchange,Barley,November,2011,2011-11,1503,
International Petroleum Exchange,Brent Crude Oil Options,December,2003,2003-12,1502,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),June,2008,2008-06,1500,
ICE Futures Europe,Brent Crude Oil Options,November,2005,2005-11,1497,
Singapore International Monetary Exchange,Brent Crude,October,1998,1998-10,1478,
ICE Futures U.S.,Australian Dollar/New Zealand,May,2012,2012-05,1465,
Chicago Mercantile Exchange,90 Day T-Bills,November,2001,2001-11,1460,
Chicago Mercantile Exchange,British Pound/Japanese Yen,May,2010,2010-05,1459,
Chicago Board of Trade,7 Year Interest Rate Swap,December,2011,2011-12,1457,
New York Mercantile Exchange,California Oregon Border Electricity,June,1998,1998-06,1456,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2012,2012-08,1456,
Nyse Liffe U.S.,"5,000 oz. Silver",April,2012,2012-04,1452,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2006,2006-08,1451,
Chicago Board of Trade,2 Year Treasury Note,October,2005,2005-10,1450,
NYSE Amex,Airline Index,August,1996,1996-08,1436,
New York Board of Trade,Australian Dollar/New Zealand,June,1999,1999-06,1436,
NYSE Amex,Airline Index,September,1998,1998-09,1432,
"Liffe Derivatives Market - Liffe, Uk",Barley,July,1996,1996-07,1432,
National Commodity & Derivatives Exchange,Barley,February,2008,2008-02,1431,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2006,2006-03,1431,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2008,2008-04,1424,
Chicago Board of Trade,2 Year Treasury Note,June,2004,2004-06,1420,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2011,2011-04,1418,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2010,2010-10,1417,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2008,2008-06,1416,
Nyse Liffe U.S.,"5,000 oz. Silver",June,2012,2012-06,1413,
International Petroleum Exchange,Brent Crude Oil Options,July,2004,2004-07,1410,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2009,2009-09,1407,
New York Board of Trade,BFP Milk,July,1999,1999-07,1406,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,December,2005,2005-12,1406,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,October,2006,2006-10,1404,
ICE Futures U.S.,Australian Dollar/New Zealand,May,2008,2008-05,1400,
Chicago Mercantile Exchange,5 Year Swap,January,2008,2008-01,1400,
New York Board of Trade,Australian Dollar/New Zealand,September,2003,2003-09,1399,
Chicago Mercantile Exchange,90 Day T-Bills,December,2000,2000-12,1397,
Nasdaq OMX Commodities,Carbon EUA,September,2012,2012-09,1390,
Nyse Liffe U.S.,"5,000 oz. Silver",November,2011,2011-11,1385,
Chicago Board of Trade,7 Year Interest Rate Swap,April,2010,2010-04,1384,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),June,2011,2011-06,1382,
ICE Futures U.S.,Australian Dollar/New Zealand,May,2010,2010-05,1381,
Nasdaq OMX Commodities,Carbon EUA,July,2012,2012-07,1381,
ICE Futures Europe,Brent Crude Oil Options,July,2006,2006-07,1380,
Chicago Board of Trade,7 Year Interest Rate Swap,October,2010,2010-10,1376,
Chicago Mercantile Exchange,British Pound/Japanese Yen,April,2012,2012-04,1369,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),July,2010,2010-07,1365,
"Liffe Derivatives Market - Liffe, Uk",Barley,April,1996,1996-04,1365,
"Liffe Derivatives Market - Liffe, Uk",Barley,July,1997,1997-07,1363,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2008,2008-03,1359,
National Commodity & Derivatives Exchange,Barley,January,2010,2010-01,1359,
Chicago Board of Trade,7 Year Interest Rate Swap,November,2011,2011-11,1353,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),August,2008,2008-08,1350,
Nyse Liffe U.S.,"5,000 oz. Silver",September,2011,2011-09,1350,
Singapore International Monetary Exchange,Brent Crude,August,1997,1997-08,1350,
National Commodity & Derivatives Exchange,Barley,August,2008,2008-08,1349,
Chicago Board of Trade,$25 Dow Jones Industrial Index,December,2008,2008-12,1348,
New York Mercantile Exchange,California Oregon Border Electricity,January,2000,2000-01,1345,
NYSE Amex,Airline Index,February,1996,1996-02,1344,
Singapore International Monetary Exchange,Brent Crude,September,1999,1999-09,1342,
Philadelphia Stock Exchange,Airline Index,February,1996,1996-02,1331,
Chicago Mercantile Exchange,5 Year Swap,April,2004,2004-04,1325,
New York Board of Trade,BFP Milk,April,1999,1999-04,1322,
Chicago Mercantile Exchange,90 Day T-Bills,June,2000,2000-06,1320,
Montreal Exchange,Banking Index (SXB),June,2007,2007-06,1320,
Singapore International Monetary Exchange,Brent Crude,February,2000,2000-02,1306,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,May,2005,2005-05,1302,
Montreal Exchange,Banking Index (SXB),May,2008,2008-05,1300,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2006,2006-04,1292,
Singapore International Monetary Exchange,Brent Crude,December,1997,1997-12,1292,
New York Mercantile Exchange,California Oregon Border Electricity,April,1997,1997-04,1288,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,October,2005,2005-10,1288,
New York Mercantile Exchange,ANR OK Natural Gas Index Swap (IQ),November,2008,2008-11,1284,
Chicago Mercantile Exchange,British Pound/Japanese Yen,November,2009,2009-11,1283,
International Petroleum Exchange,Brent Crude Oil Options,August,2003,2003-08,1275,
Nyse Liffe U.S.,10 Year Treasury,March,2011,2011-03,1274,
New York Board of Trade,Australian Dollar/New Zealand,January,2005,2005-01,1273,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2008,2008-09,1271,
New York Mercantile Exchange,California Oregon Border Electricity,November,1997,1997-11,1269,
Chicago Board of Trade,$25 Dow Jones Industrial Index,July,2008,2008-07,1268,
ICE Futures Europe,Brent Crude Oil Options,January,2006,2006-01,1260,
New York Board of Trade,Australian Dollar/New Zealand,December,2005,2005-12,1256,
National Commodity & Derivatives Exchange,Barley,February,2012,2012-02,1254,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2010,2010-01,1252,
NYSE Amex,Airline Index,October,1997,1997-10,1243,
Chicago Mercantile Exchange,5 Year SWAP,October,2002,2002-10,1240,
National Commodity & Derivatives Exchange,Barley,September,2008,2008-09,1235,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2011,2011-10,1230,
Singapore International Monetary Exchange,Brent Crude,May,1999,1999-05,1229,
Chicago Mercantile Exchange,90 Day T-Bills,September,2000,2000-09,1228,
"Liffe Derivatives Market - Liffe, Uk",Barley,September,1998,1998-09,1228,
New York Board of Trade,Australian Dollar/New Zealand,June,2002,2002-06,1227,
NYSE Amex,Airline Index,January,1996,1996-01,1226,
Chicago Board of Trade,$25 Dow Jones Industrial Index,August,2006,2006-08,1225,
Chicago Mercantile Exchange,British Pound/Japanese Yen,April,2010,2010-04,1223,
New York Mercantile Exchange,California Oregon Border Electricity,September,1996,1996-09,1220,
ICE Futures Europe,Brent Crude Oil Options,March,2005,2005-03,1215,
"Liffe Derivatives Market - Liffe, Uk",Barley,November,1996,1996-11,1206,
Chicago Board of Trade,$25 Dow Jones Industrial Index,March,2007,2007-03,1204,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2008,2008-10,1204,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,May,2000,2000-05,1204,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2012,2012-02,1198,
ICE Futures Europe,Brent Crude Oil Options,May,2006,2006-05,1198,
National Commodity & Derivatives Exchange,Barley,December,2007,2007-12,1196,
NYSE Amex,Airline Index,May,1997,1997-05,1195,
Bolsa de Mercadorias & Futuros,Bovespa Stock Options Volatility,April,2009,2009-04,1185,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2012,2012-06,1184,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,November,2012,2012-11,1183,
Singapore International Monetary Exchange,Brent Crude,October,1999,1999-10,1183,
New York Board of Trade,BFP Milk,June,1999,1999-06,1179,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2008,2008-01,1179,
New York Board of Trade,Australian Dollar/New Zealand,May,2005,2005-05,1171,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),September,2012,2012-09,1170,
Chicago Board of Trade,7 Year Interest Rate Swap,November,2010,2010-11,1162,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),July,2009,2009-07,1155,
New York Board of Trade,Australian Dollar/New Zealand,November,2003,2003-11,1153,
Chicago Board of Trade,$25 Dow Jones Industrial Index,September,2008,2008-09,1150,
Chicago Board of Trade,$25 Dow Jones Industrial Index,July,2007,2007-07,1145,
Chicago Board of Trade,$25 Dow Jones Industrial Index,February,2007,2007-02,1143,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),June,2011,2011-06,1132,
Nyse Liffe U.S.,"5,000 oz. Silver",May,2010,2010-05,1131,
NYSE Amex,Airline Index,August,1995,1995-08,1121,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2012,2012-07,1120,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,February,2007,2007-02,1120,
"Liffe Derivatives Market - Liffe, Uk",Barley,January,1997,1997-01,1119,
Chicago Mercantile Exchange,Boneless Beef Trimmings,October,1997,1997-10,1118,
Chicago Mercantile Exchange,British Pound/Japanese Yen,March,2010,2010-03,1117,
ICE Futures Europe,Brent Crude Oil Options,June,2006,2006-06,1110,
New York Board of Trade,Australian Dollar/New Zealand,September,2004,2004-09,1109,
Montreal Exchange,Banking Index (SXB),November,2007,2007-11,1102,
Chicago Mercantile Exchange,5 Year Swap,July,2005,2005-07,1100,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),February,2009,2009-02,1099,
New York Board of Trade,Australian Dollar/New Zealand,April,2005,2005-04,1097,
NYSE Amex,Airline Index,March,1997,1997-03,1096,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,February,2006,2006-02,1094,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),December,2007,2007-12,1093,
Chicago Mercantile Exchange,5 Year Swap,May,2005,2005-05,1090,
Nasdaq OMX Commodities,Carbon EUA,October,2012,2012-10,1089,
New York Board of Trade,BFP Milk,August,1999,1999-08,1087,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),February,2012,2012-02,1084,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),February,2007,2007-02,1083,
Mercado a Termino de Buenos Aires,Barley,December,2012,2012-12,1083,
New York Board of Trade,BFP Milk,January,1999,1999-01,1079,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2008,2008-08,1074,
New York Mercantile Exchange,California Oregon Border Electricity,September,1997,1997-09,1070,
NYSE Amex,Airline Index,December,1995,1995-12,1066,
National Commodity & Derivatives Exchange,Barley,January,2008,2008-01,1066,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,April,2005,2005-04,1060,
Chicago Board of Trade,2 Year Treasury Note,December,2004,2004-12,1059,
NYSE Amex,Airline Index,October,1998,1998-10,1047,
New York Board of Trade,Australian Dollar/New Zealand,June,2003,2003-06,1045,
Chicago Mercantile Exchange,British Pound/Japanese Yen,November,2011,2011-11,1043,
London Commodity Exchange,Barley,February,1995,1995-02,1039,
"Liffe Derivatives Market - Liffe, Uk",Barley,December,1998,1998-12,1033,
Chicago Board of Trade,$25 Dow Jones Industrial Index,September,2007,2007-09,1032,
Chicago Board of Trade,7 Year Interest Rate Swap,March,2009,2009-03,1031,
"Liffe Derivatives Market - Liffe, Uk",Barley,December,1997,1997-12,1031,
"Liffe Derivatives Market - Liffe, Uk",Barley,March,1996,1996-03,1030,
Chicago Mercantile Exchange,90 Day T-Bills,July,2002,2002-07,1029,
Chicago Board of Trade,$25 Dow Jones Industrial Index,January,2007,2007-01,1028,
Chicago Board of Trade,$25 Dow Jones Industrial Index,June,2007,2007-06,1027,
Chicago Mercantile Exchange,90 Day T-Bills,April,2003,2003-04,1026,
Chicago Board of Trade,7 Year Interest Rate Swap,March,2012,2012-03,1023,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,November,2006,2006-11,1023,
Philadelphia Stock Exchange,Airline Index,March,1996,1996-03,1018,
New York Mercantile Exchange,California Oregon Border Electricity,April,1999,1999-04,1010,
New York Mercantile Exchange,California Oregon Border Electricity,February,2000,2000-02,1008,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),March,2009,2009-03,1007,
Chicago Board of Trade,2 Year Treasury Note,February,2005,2005-02,1007,
New York Mercantile Exchange,California Oregon Border Electricity,March,1999,1999-03,1005,
New York Board of Trade,Australian Dollar/New Zealand,February,2000,2000-02,1005,
London Commodity Exchange,Barley,March,1995,1995-03,993,
New York Board of Trade,Australian Dollar/New Zealand,December,2000,2000-12,985,
Philadelphia Stock Exchange,Airline Index,April,1996,1996-04,975,
Chicago Mercantile Exchange,Boneless Beef Trimmings,July,1997,1997-07,974,
"Liffe Derivatives Market - Liffe, Uk",Barley,December,1996,1996-12,974,
NYSE Amex,Airline Index,September,1995,1995-09,969,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),September,2011,2011-09,968,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2011,2011-09,965,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),January,2011,2011-01,960,
Chicago Board of Trade,7 Year Interest Rate Swap,November,2009,2009-11,959,
ICE Futures U.S.,Australian Dollar/New Zealand,February,2008,2008-02,957,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),August,2011,2011-08,953,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2005,2005-04,950,
New York Board of Trade,BFP Milk,August,1999,1999-08,946,
Chicago Board of Trade,7 Year Interest Rate Swap,January,2011,2011-01,946,
"Liffe Derivatives Market - Liffe, Uk",Barley,January,1998,1998-01,942,
International Petroleum Exchange,Brent Crude Oil Options,July,2003,2003-07,940,
Chicago Mercantile Exchange,90 Day T-Bills,June,2001,2001-06,935,
Chicago Board of Trade,$25 Dow Jones Industrial Index,November,2006,2006-11,934,
Singapore International Monetary Exchange,Brent Crude,May,1998,1998-05,934,
"Liffe Derivatives Market - Liffe, Uk",Barley,October,1999,1999-10,931,
"Euronext - Liffe, Uk",Barley,August,2001,2001-08,931,
Chicago Mercantile Exchange,British Pound/Japanese Yen,December,2009,2009-12,928,
Chicago Board of Trade,7 Year Interest Rate Swap,February,2010,2010-02,926,
New York Mercantile Exchange,California Oregon Border Electricity,March,1996,1996-03,923,
New York Mercantile Exchange,California Oregon Border Electricity,October,1996,1996-10,922,
Mercado a Termino de Buenos Aires,Barley,July,2012,2012-07,920,
Chicago Board of Trade,$25 Dow Jones Industrial Index,October,2006,2006-10,916,
Chicago Mercantile Exchange,British Pound/Japanese Yen,October,2009,2009-10,914,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2009,2009-03,912,
National Commodity & Derivatives Exchange,Barley,December,2010,2010-12,911,
Montreal Exchange,Banking Index (SXB),February,2008,2008-02,910,
New York Board of Trade,BFP Milk,July,1999,1999-07,908,
Chicago Board of Trade,$25 Dow Jones Industrial Index,June,2008,2008-06,908,
New York Board of Trade,Australian Dollar/New Zealand,May,2002,2002-05,905,
Mercado a Termino de Buenos Aires,Barley,March,2012,2012-03,904,
NYSE Amex,Airline Index,November,1996,1996-11,901,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2009,2009-07,894,
London Commodity Exchange,Barley,February,1994,1994-02,893,
Chicago Board of Trade,$25 Dow Jones Industrial Index,December,2006,2006-12,887,
Chicago Mercantile Exchange,90 Day T-Bills,February,2000,2000-02,886,
NYSE Amex,Airline Index,April,1997,1997-04,879,
Chicago Mercantile Exchange,5 Year SWAP,July,2003,2003-07,875,
ICE Futures U.S.,Australian Dollar/New Zealand,May,2011,2011-05,873,
Chicago Board of Trade,2 Year Treasury Note,April,2005,2005-04,872,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),October,2010,2010-10,870,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),May,2009,2009-05,870,
NYSE Amex,Airline Index,September,1997,1997-09,865,
"Liffe Derivatives Market - Liffe, Uk",Barley,August,1998,1998-08,865,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2012,2012-11,864,
Nasdaq OMX Commodities,Carbon EUA,August,2012,2012-08,861,
Chicago Board of Trade,"5,000 oz. Silver",March,2008,2008-03,851,
National Commodity & Derivatives Exchange,Barley,February,2010,2010-02,846,
Eurex US,2 Year Treasury Note,February,2004,2004-02,844,
New York Mercantile Exchange,California Oregon Border Electricity,July,1996,1996-07,842,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2000,2000-03,837,
London Commodity Exchange,Barley,September,1994,1994-09,831,
New York Mercantile Exchange,California Oregon Border Electricity,July,1998,1998-07,829,
Chicago Mercantile Exchange,90 Day T-Bills,October,1999,1999-10,829,
Chicago Mercantile Exchange,Argentine FRB Bond,September,1996,1996-09,828,
London Commodity Exchange,Barley,April,1995,1995-04,828,
New York Mercantile Exchange,California Oregon Border Electricity,August,1998,1998-08,825,
New York Board of Trade,Australian Dollar/New Zealand,November,2001,2001-11,824,
Chicago Board of Trade,$25 Dow Jones Industrial Index,October,2007,2007-10,823,
Singapore International Monetary Exchange,Brent Crude,February,1999,1999-02,821,
New York Mercantile Exchange,California Oregon Border Electricity,March,2000,2000-03,820,
ICE Futures Europe,Brent Crude Oil Options,October,2005,2005-10,820,
New York Mercantile Exchange,California Oregon Border Electricity,May,1997,1997-05,812,
Chicago Board of Trade,$25 Dow Jones Industrial Index,January,2010,2010-01,812,
NYSE Amex,Airline Index,June,1997,1997-06,812,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,January,2006,2006-01,807,
Chicago Board of Trade,2 Year Treasury Note,November,2005,2005-11,802,
Nyse Liffe U.S.,"5,000 oz. Silver",November,2012,2012-11,801,
Chicago Mercantile Exchange,5 Year Swap,February,2005,2005-02,800,
ICE Futures Europe,Brent Crude Oil Options,March,2006,2006-03,800,
Chicago Mercantile Exchange,Boneless Beef Trimmings,November,1997,1997-11,795,
Chicago Board of Trade,7 Year Interest Rate Swap,February,2009,2009-02,795,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),March,2012,2012-03,794,
Nyse Liffe U.S.,"5,000 oz. Silver",August,2012,2012-08,792,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),November,2008,2008-11,789,
Chicago Mercantile Exchange,90 Day T-Bills,May,2000,2000-05,789,
New York Board of Trade,Australian Dollar/New Zealand,January,2002,2002-01,785,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2006,2006-09,785,
Chicago Board of Trade,$25 Dow Jones Industrial Index,March,2009,2009-03,778,
New York Board of Trade,Australian Dollar/New Zealand,October,2000,2000-10,778,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2012,2012-04,772,
Philadelphia Stock Exchange,Airline Index,September,1996,1996-09,771,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2012,2012-01,771,
Chicago Board of Trade,$25 Dow Jones Industrial Index,April,2007,2007-04,765,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,March,2005,2005-03,760,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,August,2005,2005-08,760,
Singapore International Monetary Exchange,Brent Crude,April,2000,2000-04,760,
Chicago Board of Trade,$25 Dow Jones Industrial Index,November,2007,2007-11,759,
Chicago Board of Trade,$25 Dow Jones Industrial Index,April,2008,2008-04,758,
New York Board of Trade,BFP Milk,February,1999,1999-02,752,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2011,2011-08,751,
Montreal Exchange,Banking Index (SXB),September,2008,2008-09,744,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2009,2009-12,743,
London Commodity Exchange,Barley,May,1995,1995-05,743,
Chicago Board of Trade,7 Year Interest Rate Swap,September,2011,2011-09,741,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),May,2010,2010-05,739,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2010,2010-06,736,
New York Board of Trade,Australian Dollar/New Zealand,December,2001,2001-12,731,
Chicago Board of Trade,7 Year Interest Rate Swap,July,2009,2009-07,728,
Chicago Board of Trade,$25 Dow Jones Industrial Index,January,2008,2008-01,727,
NYSE Amex,Airline Index,March,1996,1996-03,725,
New York Mercantile Exchange,California Oregon Border Electricity,June,1999,1999-06,720,
New York Board of Trade,Australian Dollar/New Zealand,May,2003,2003-05,719,
"Liffe Derivatives Market - Liffe, Uk",Barley,November,2000,2000-11,718,
Chicago Mercantile Exchange,Boneless Beef Trimmings,August,1997,1997-08,715,
New York Board of Trade,Australian Dollar/New Zealand,April,2003,2003-04,712,
London Commodity Exchange,Barley,July,1994,1994-07,711,
National Commodity & Derivatives Exchange,Barley,December,2011,2011-12,710,
Montreal Exchange,Banking Index (SXB),August,2007,2007-08,710,
Chicago Mercantile Exchange,Boneless Beef Trimmings,December,1997,1997-12,706,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,July,2012,2012-07,703,
"Liffe Derivatives Market - Liffe, Uk",Barley,June,1997,1997-06,703,
"Liffe Derivatives Market - Liffe, Uk",Barley,November,1998,1998-11,702,
"Euronext - Liffe, Uk",Barley,July,2001,2001-07,701,
